Country,Year,Fossil fuels,Gas,Coal,Oil,Solar,Wind,Renewables,Hydropower
Azerbaijan,2014,153 TWh,98.54 TWh,0.02 TWh,54.91 TWh,0 TWh,0 TWh,4 TWh,4 TWh
Bangladesh,2014,316 TWh,230.22 TWh,9.35 TWh,76.69 TWh,0 TWh,0 TWh,2 TWh,2 TWh
Belarus,2014,294 TWh,191.21 TWh,9.69 TWh,93.15 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Belgium,2014,523 TWh,144.63 TWh,39.67 TWh,338.91 TWh,8 TWh,13 TWh,40 TWh,1 TWh
Brazil,2014,"2,140 TWh",406.55 TWh,203.77 TWh,"1,529.59 TWh",0 TWh,33 TWh,"1,385 TWh","1,012 TWh"
Bulgaria,2014,149 TWh,27.36 TWh,73.85 TWh,47.71 TWh,3 TWh,4 TWh,21 TWh,12 TWh
Canada,2014,"2,601 TWh","1,098.42 TWh",227.60 TWh,"1,274.66 TWh",6 TWh,35 TWh,"1,130 TWh","1,036 TWh"
Chile,2014,326 TWh,43.99 TWh,88.56 TWh,193.47 TWh,1 TWh,4 TWh,84 TWh,62 TWh
China,2014,"30,831 TWh","1,883.63 TWh","22,804.70 TWh","6,142.52 TWh",64 TWh,433 TWh,"3,552 TWh","2,871 TWh"
Colombia,2014,376 TWh,113.84 TWh,62.17 TWh,199.77 TWh,0 TWh,0 TWh,135 TWh,121 TWh
Croatia,2014,69 TWh,23.49 TWh,7.52 TWh,37.66 TWh,0 TWh,2 TWh,27 TWh,24 TWh
Cyprus,2014,,,0.03 TWh,27.27 TWh,0 TWh,0 TWh,,
Czechia,2014,370 TWh,71.90 TWh,190.44 TWh,107.98 TWh,6 TWh,1 TWh,31 TWh,5 TWh
Denmark,2014,147 TWh,32.89 TWh,29.86 TWh,83.84 TWh,2 TWh,35 TWh,53 TWh,0 TWh
Ecuador,2014,156 TWh,8.73 TWh,0.14 TWh,147.07 TWh,0 TWh,0 TWh,33 TWh,31 TWh
Egypt,2014,916 TWh,462.19 TWh,4.52 TWh,449.20 TWh,0 TWh,3 TWh,40 TWh,37 TWh
Estonia,2014,70 TWh,5.07 TWh,47.36 TWh,17.41 TWh,0 TWh,2 TWh,4 TWh,0 TWh
Finland,2014,187 TWh,26.56 TWh,52.02 TWh,108.05 TWh,0 TWh,3 TWh,82 TWh,36 TWh
France,2014,"1,365 TWh",379.08 TWh,100.45 TWh,885.45 TWh,16 TWh,47 TWh,286 TWh,170 TWh
Germany,2014,"2,963 TWh",738.95 TWh,925.89 TWh,"1,298.32 TWh",96 TWh,158 TWh,495 TWh,53 TWh
Greece,2014,273 TWh,31.60 TWh,78.10 TWh,163.35 TWh,10 TWh,10 TWh,35 TWh,12 TWh
Hong Kong,2014,317 TWh,23.87 TWh,94.73 TWh,198.41 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2014,186 TWh,81.20 TWh,26.27 TWh,78.38 TWh,0 TWh,2 TWh,12 TWh,1 TWh
Iceland,2014,,,1.04 TWh,9.02 TWh,0 TWh,0 TWh,49 TWh,35 TWh
India,2014,"6,994 TWh",485.02 TWh,"4,401.07 TWh","2,107.81 TWh",13 TWh,91 TWh,573 TWh,377 TWh
Indonesia,2014,"1,769 TWh",440.42 TWh,469.07 TWh,859.08 TWh,0 TWh,0 TWh,85 TWh,41 TWh
Iran,2014,"2,706 TWh","1,734.01 TWh",10.55 TWh,961.55 TWh,0 TWh,1 TWh,40 TWh,39 TWh
Iraq,2014,,75.31 TWh,,388.30 TWh,0 TWh,0 TWh,8 TWh,8 TWh
Ireland,2014,146 TWh,43.28 TWh,23.39 TWh,78.99 TWh,0 TWh,14 TWh,19 TWh,2 TWh
Israel,2014,259 TWh,72.48 TWh,76.61 TWh,109.44 TWh,2 TWh,0 TWh,3 TWh,0 TWh
Italy,2014,"1,414 TWh",589.72 TWh,153.45 TWh,671.28 TWh,60 TWh,41 TWh,348 TWh,159 TWh
Japan,2014,"4,997 TWh","1,247.52 TWh","1,385.74 TWh","2,363.37 TWh",64 TWh,14 TWh,376 TWh,221 TWh
Kazakhstan,2014,751 TWh,148.30 TWh,430.72 TWh,171.71 TWh,0 TWh,0 TWh,22 TWh,22 TWh
Kuwait,2014,432 TWh,178.71 TWh,2.53 TWh,250.60 TWh,0 TWh,0 TWh,,
Latvia,2014,33 TWh,12.64 TWh,0.70 TWh,19.32 TWh,0 TWh,0 TWh,8 TWh,5 TWh
Lithuania,2014,56 TWh,24.02 TWh,2.65 TWh,29.47 TWh,0 TWh,2 TWh,5 TWh,1 TWh
Luxembourg,2014,42 TWh,9.81 TWh,0.62 TWh,31.92 TWh,0 TWh,0 TWh,2 TWh,0 TWh
Malaysia,2014,"1,055 TWh",447.09 TWh,178.48 TWh,429.46 TWh,1 TWh,0 TWh,43 TWh,36 TWh
Mexico,2014,"2,058 TWh",788.48 TWh,147.94 TWh,"1,121.49 TWh",1 TWh,17 TWh,144 TWh,105 TWh
Morocco,2014,207 TWh,11.74 TWh,46.95 TWh,148.69 TWh,0 TWh,5 TWh,10 TWh,4 TWh
Netherlands,2014,967 TWh,343.28 TWh,105.31 TWh,518.62 TWh,2 TWh,16 TWh,38 TWh,0 TWh
New Zealand,2014,157 TWh,52.29 TWh,16.51 TWh,87.72 TWh,0 TWh,6 TWh,94 TWh,66 TWh
North Macedonia,2014,24 TWh,1.29 TWh,12.53 TWh,10.64 TWh,0 TWh,0 TWh,4 TWh,3 TWh
Norway,2014,167 TWh,42.67 TWh,9.89 TWh,114.90 TWh,0 TWh,6 TWh,375 TWh,367 TWh
Oman,2014,316 TWh,213.14 TWh,0.42 TWh,102.24 TWh,0 TWh,0 TWh,,
Pakistan,2014,675 TWh,349.87 TWh,55.00 TWh,269.73 TWh,1 TWh,1 TWh,89 TWh,88 TWh
Peru,2014,199 TWh,74.32 TWh,10.11 TWh,114.94 TWh,1 TWh,1 TWh,69 TWh,60 TWh
Philippines,2014,349 TWh,35.34 TWh,123.77 TWh,189.71 TWh,0 TWh,0 TWh,57 TWh,25 TWh
Poland,2014,"1,034 TWh",170.14 TWh,575.05 TWh,289.09 TWh,0 TWh,21 TWh,67 TWh,6 TWh
Portugal,2014,208 TWh,41.26 TWh,31.16 TWh,135.09 TWh,2 TWh,33 TWh,90 TWh,42 TWh
Qatar,2014,519 TWh,384.34 TWh,0.48 TWh,134.22 TWh,0 TWh,0 TWh,,
Romania,2014,281 TWh,108.73 TWh,67.59 TWh,104.19 TWh,4 TWh,13 TWh,70 TWh,50 TWh
Russia,2014,"7,116 TWh","4,221.98 TWh","1,018.23 TWh","1,875.54 TWh",0 TWh,0 TWh,472 TWh,470 TWh
Saudi Arabia,2014,"2,932 TWh",972.61 TWh,1.59 TWh,"1,957.39 TWh",0 TWh,0 TWh,,
Singapore,2014,826 TWh,103.90 TWh,4.52 TWh,717.44 TWh,0 TWh,0 TWh,,
Slovakia,2014,122 TWh,43.87 TWh,39.09 TWh,38.73 TWh,2 TWh,0 TWh,19 TWh,11 TWh
Slovenia,2014,48 TWh,7.28 TWh,12.25 TWh,28.34 TWh,1 TWh,0 TWh,19 TWh,17 TWh
South Africa,2014,"1,397 TWh",42.98 TWh,"1,040.72 TWh",313.68 TWh,3 TWh,3 TWh,12 TWh,5 TWh
South Korea,2014,"2,811 TWh",500.04 TWh,981.56 TWh,"1,329.79 TWh",7 TWh,3 TWh,39 TWh,7 TWh
Spain,2014,"1,094 TWh",275.24 TWh,135.36 TWh,683.49 TWh,37 TWh,141 TWh,312 TWh,106 TWh
Sri Lanka,2014,,,10.71 TWh,61.11 TWh,0 TWh,1 TWh,13 TWh,12 TWh
Sweden,2014,192 TWh,8.40 TWh,23.49 TWh,160.58 TWh,0 TWh,30 TWh,247 TWh,173 TWh
Switzerland,2014,160 TWh,31.05 TWh,1.58 TWh,127.74 TWh,2 TWh,0 TWh,111 TWh,103 TWh
Taiwan,2014,"1,211 TWh",188.68 TWh,472.62 TWh,549.87 TWh,1 TWh,4 TWh,24 TWh,12 TWh
Thailand,2014,"1,292 TWh",499.45 TWh,207.87 TWh,584.37 TWh,5 TWh,1 TWh,59 TWh,14 TWh
Trinidad and Tobago,2014,229 TWh,205.10 TWh,0.00 TWh,24.00 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2014,"1,318 TWh",466.47 TWh,420.15 TWh,431.10 TWh,0 TWh,23 TWh,144 TWh,110 TWh
Turkmenistan,2014,,199.63 TWh,,78.39 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2014,,,,,,,,
Ukraine,2014,951 TWh,403.17 TWh,413.75 TWh,133.59 TWh,1 TWh,3 TWh,28 TWh,23 TWh
United Arab Emirates,2014,"1,130 TWh",634.35 TWh,22.95 TWh,472.74 TWh,1 TWh,0 TWh,,
United Kingdom,2014,"1,875 TWh",700.56 TWh,351.19 TWh,823.38 TWh,11 TWh,87 TWh,199 TWh,16 TWh
United States,2014,"21,927 TWh","7,222.60 TWh","5,010.86 TWh","9,693.27 TWh",79 TWh,497 TWh,"1,888 TWh",693 TWh
Uzbekistan,2014,547 TWh,485.49 TWh,18.38 TWh,43.20 TWh,0 TWh,0 TWh,17 TWh,17 TWh
Venezuela,2014,765 TWh,340.27 TWh,2.29 TWh,422.26 TWh,0 TWh,0 TWh,218 TWh,218 TWh
Vietnam,2014,559 TWh,98.53 TWh,241.62 TWh,219.20 TWh,0 TWh,0 TWh,169 TWh,168 TWh
Algeria,2015,617 TWh,379.23 TWh,1.55 TWh,236.15 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Argentina,2015,870 TWh,466.53 TWh,15.81 TWh,387.81 TWh,0 TWh,2 TWh,109 TWh,87 TWh
Australia,2015,"1,501 TWh",389.95 TWh,540.41 TWh,570.58 TWh,17 TWh,32 TWh,101 TWh,38 TWh
Austria,2015,257 TWh,79.68 TWh,38.00 TWh,138.96 TWh,3 TWh,13 TWh,138 TWh,100 TWh
Azerbaijan,2015,167 TWh,111.47 TWh,0.03 TWh,55.78 TWh,0 TWh,0 TWh,5 TWh,4 TWh
Bangladesh,2015,382 TWh,258.54 TWh,30.63 TWh,93.07 TWh,1 TWh,0 TWh,3 TWh,2 TWh
Belarus,2015,266 TWh,178.99 TWh,8.61 TWh,78.47 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Belgium,2015,545 TWh,158.50 TWh,38.74 TWh,348.06 TWh,8 TWh,15 TWh,45 TWh,1 TWh
Brazil,2015,"2,071 TWh",429.37 TWh,204.98 TWh,"1,436.56 TWh",0 TWh,58 TWh,"1,408 TWh",969 TWh
Bulgaria,2015,160 TWh,30.00 TWh,76.24 TWh,53.30 TWh,4 TWh,4 TWh,25 TWh,15 TWh
Canada,2015,"2,610 TWh","1,103.32 TWh",228.96 TWh,"1,277.98 TWh",8 TWh,73 TWh,"1,162 TWh","1,029 TWh"
Chile,2015,323 TWh,48.24 TWh,85.05 TWh,190.19 TWh,4 TWh,6 TWh,91 TWh,64 TWh
China,2015,"30,886 TWh","1,946.90 TWh","22,329.04 TWh","6,609.90 TWh",106 TWh,500 TWh,"3,806 TWh","3,001 TWh"
Colombia,2015,349 TWh,112.12 TWh,57.78 TWh,179.19 TWh,0 TWh,0 TWh,134 TWh,120 TWh
Croatia,2015,70 TWh,24.21 TWh,7.04 TWh,39.13 TWh,0 TWh,2 TWh,21 TWh,17 TWh
Cyprus,2015,,,0.04 TWh,27.93 TWh,0 TWh,1 TWh,,
Czechia,2015,370 TWh,75.39 TWh,189.86 TWh,104.88 TWh,6 TWh,2 TWh,31 TWh,5 TWh
Denmark,2015,139 TWh,33.09 TWh,21.24 TWh,84.77 TWh,2 TWh,38 TWh,56 TWh,0 TWh
Ecuador,2015,151 TWh,8.21 TWh,0.15 TWh,142.66 TWh,0 TWh,0 TWh,37 TWh,35 TWh
Egypt,2015,930 TWh,460.19 TWh,9.32 TWh,460.15 TWh,0 TWh,5 TWh,42 TWh,37 TWh
Estonia,2015,64 TWh,4.54 TWh,41.96 TWh,17.38 TWh,0 TWh,2 TWh,5 TWh,0 TWh
Finland,2015,176 TWh,22.88 TWh,44.41 TWh,108.59 TWh,0 TWh,6 TWh,93 TWh,45 TWh
France,2015,"1,393 TWh",407.52 TWh,99.87 TWh,885.43 TWh,20 TWh,57 TWh,280 TWh,147 TWh
Germany,2015,"2,981 TWh",769.54 TWh,915.06 TWh,"1,296.54 TWh",103 TWh,217 TWh,563 TWh,51 TWh
Greece,2015,270 TWh,34.13 TWh,65.44 TWh,170.20 TWh,11 TWh,12 TWh,42 TWh,16 TWh
Hong Kong,2015,326 TWh,30.46 TWh,77.90 TWh,217.86 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2015,198 TWh,87.11 TWh,27.23 TWh,83.99 TWh,0 TWh,2 TWh,12 TWh,1 TWh
Iceland,2015,,,1.16 TWh,9.84 TWh,0 TWh,0 TWh,50 TWh,37 TWh
India,2015,"7,246 TWh",478.07 TWh,"4,490.47 TWh","2,277.95 TWh",18 TWh,88 TWh,577 TWh,359 TWh
Indonesia,2015,"1,809 TWh",457.56 TWh,532.27 TWh,819.18 TWh,0 TWh,0 TWh,74 TWh,37 TWh
Iran,2015,"2,700 TWh","1,840.19 TWh",12.70 TWh,847.48 TWh,0 TWh,0 TWh,36 TWh,36 TWh
Iraq,2015,,73.01 TWh,,390.36 TWh,0 TWh,0 TWh,7 TWh,7 TWh
Ireland,2015,151 TWh,43.76 TWh,25.51 TWh,81.82 TWh,0 TWh,18 TWh,23 TWh,2 TWh
Israel,2015,272 TWh,80.53 TWh,75.03 TWh,116.40 TWh,3 TWh,0 TWh,4 TWh,0 TWh
Italy,2015,"1,497 TWh",643.15 TWh,143.40 TWh,710.44 TWh,62 TWh,40 TWh,318 TWh,123 TWh
Japan,2015,"4,854 TWh","1,187.18 TWh","1,397.98 TWh","2,268.36 TWh",93 TWh,14 TWh,431 TWh,231 TWh
Kazakhstan,2015,617 TWh,138.03 TWh,318.01 TWh,160.72 TWh,0 TWh,0 TWh,25 TWh,25 TWh
Kuwait,2015,449 TWh,203.23 TWh,2.10 TWh,243.42 TWh,0 TWh,0 TWh,,
Latvia,2015,34 TWh,12.74 TWh,0.54 TWh,20.29 TWh,0 TWh,0 TWh,8 TWh,5 TWh
Lithuania,2015,58 TWh,24.04 TWh,2.12 TWh,32.24 TWh,0 TWh,2 TWh,6 TWh,1 TWh
Luxembourg,2015,41 TWh,8.94 TWh,0.57 TWh,31.36 TWh,0 TWh,0 TWh,2 TWh,0 TWh
Malaysia,2015,"1,070 TWh",468.40 TWh,202.30 TWh,398.84 TWh,1 TWh,0 TWh,45 TWh,37 TWh
Mexico,2015,"2,043 TWh",807.83 TWh,147.65 TWh,"1,087.81 TWh",1 TWh,24 TWh,130 TWh,83 TWh
Morocco,2015,209 TWh,11.77 TWh,51.70 TWh,145.52 TWh,0 TWh,7 TWh,12 TWh,5 TWh
Netherlands,2015,981 TWh,337.72 TWh,128.67 TWh,514.13 TWh,3 TWh,20 TWh,43 TWh,0 TWh
New Zealand,2015,156 TWh,48.02 TWh,16.67 TWh,91.32 TWh,0 TWh,6 TWh,96 TWh,66 TWh
North Macedonia,2015,24 TWh,1.30 TWh,11.30 TWh,11.41 TWh,0 TWh,0 TWh,5 TWh,5 TWh
Norway,2015,169 TWh,45.36 TWh,8.86 TWh,114.85 TWh,0 TWh,7 TWh,379 TWh,370 TWh
Oman,2015,337 TWh,230.46 TWh,0.57 TWh,105.74 TWh,0 TWh,0 TWh,,
Pakistan,2015,714 TWh,365.34 TWh,54.26 TWh,293.96 TWh,1 TWh,2 TWh,91 TWh,88 TWh
Peru,2015,209 TWh,76.43 TWh,9.42 TWh,122.69 TWh,1 TWh,2 TWh,73 TWh,64 TWh
Philippines,2015,384 TWh,33.23 TWh,135.08 TWh,216.06 TWh,0 TWh,2 TWh,60 TWh,23 TWh
Poland,2015,"1,039 TWh",170.99 TWh,566.05 TWh,302.29 TWh,0 TWh,29 TWh,73 TWh,5 TWh
Portugal,2015,220 TWh,48.20 TWh,37.91 TWh,133.88 TWh,2 TWh,31 TWh,71 TWh,23 TWh
Qatar,2015,592 TWh,433.75 TWh,0.28 TWh,157.80 TWh,0 TWh,0 TWh,,
Romania,2015,280 TWh,103.71 TWh,70.09 TWh,105.93 TWh,5 TWh,19 TWh,73 TWh,45 TWh
Russia,2015,"6,970 TWh","4,086.75 TWh","1,071.36 TWh","1,812.36 TWh",1 TWh,0 TWh,455 TWh,452 TWh
Saudi Arabia,2015,"3,057 TWh",992.27 TWh,1.04 TWh,"2,063.19 TWh",0 TWh,0 TWh,,
Singapore,2015,876 TWh,115.79 TWh,4.73 TWh,755.17 TWh,0 TWh,0 TWh,,
Slovakia,2015,125 TWh,45.12 TWh,37.68 TWh,42.22 TWh,1 TWh,0 TWh,19 TWh,10 TWh
Slovenia,2015,48 TWh,7.72 TWh,12.38 TWh,27.92 TWh,1 TWh,0 TWh,12 TWh,10 TWh
South Africa,2015,"1,366 TWh",43.19 TWh,976.49 TWh,346.10 TWh,7 TWh,8 TWh,19 TWh,2 TWh
South Korea,2015,"2,843 TWh",456.50 TWh,993.22 TWh,"1,393.78 TWh",11 TWh,4 TWh,45 TWh,6 TWh
Spain,2015,"1,151 TWh",285.44 TWh,159.17 TWh,706.52 TWh,37 TWh,133 TWh,276 TWh,76 TWh
Sri Lanka,2015,,,14.41 TWh,63.77 TWh,0 TWh,1 TWh,17 TWh,16 TWh
Sweden,2015,190 TWh,9.34 TWh,23.47 TWh,157.47 TWh,0 TWh,44 TWh,293 TWh,203 TWh
Switzerland,2015,164 TWh,33.17 TWh,1.45 TWh,129.34 TWh,3 TWh,0 TWh,112 TWh,103 TWh
Taiwan,2015,"1,225 TWh",201.80 TWh,458.45 TWh,564.61 TWh,2 TWh,4 TWh,25 TWh,12 TWh
Thailand,2015,"1,322 TWh",509.61 TWh,204.07 TWh,608.78 TWh,6 TWh,1 TWh,60 TWh,10 TWh
Trinidad and Tobago,2015,222 TWh,196.05 TWh,0.00 TWh,26.24 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2015,"1,380 TWh",459.59 TWh,404.03 TWh,516.40 TWh,1 TWh,31 TWh,227 TWh,181 TWh
Turkmenistan,2015,,253.86 TWh,,78.94 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2015,,,,,,,,
Ukraine,2015,757 TWh,319.89 TWh,318.01 TWh,119.47 TWh,1 TWh,3 TWh,20 TWh,15 TWh
United Arab Emirates,2015,"1,229 TWh",714.71 TWh,19.94 TWh,494.15 TWh,1 TWh,0 TWh,,
United Kingdom,2015,"1,844 TWh",720.45 TWh,277.32 TWh,846.22 TWh,20 TWh,108 TWh,250 TWh,17 TWh
United States,2015,"21,656 TWh","7,435.80 TWh","4,329.08 TWh","9,890.72 TWh",106 TWh,519 TWh,"1,923 TWh",664 TWh
Uzbekistan,2015,522 TWh,463.44 TWh,14.78 TWh,43.65 TWh,0 TWh,0 TWh,16 TWh,16 TWh
Venezuela,2015,768 TWh,370.38 TWh,1.53 TWh,395.69 TWh,0 TWh,0 TWh,202 TWh,201 TWh
Vietnam,2015,675 TWh,102.87 TWh,305.12 TWh,266.84 TWh,0 TWh,0 TWh,155 TWh,154 TWh
Algeria,2016,616 TWh,385.96 TWh,0.57 TWh,229.56 TWh,1 TWh,0 TWh,1 TWh,0 TWh
Argentina,2016,870 TWh,482.10 TWh,12.19 TWh,375.90 TWh,0 TWh,1 TWh,101 TWh,80 TWh
Australia,2016,"1,491 TWh",379.53 TWh,540.06 TWh,571.72 TWh,20 TWh,35 TWh,115 TWh,47 TWh
Austria,2016,262 TWh,83.42 TWh,35.45 TWh,143.47 TWh,3 TWh,14 TWh,146 TWh,107 TWh
Azerbaijan,2016,165 TWh,109.31 TWh,0.01 TWh,55.49 TWh,0 TWh,0 TWh,6 TWh,5 TWh
Bangladesh,2016,383 TWh,264.51 TWh,23.04 TWh,95.47 TWh,1 TWh,0 TWh,3 TWh,2 TWh
Belarus,2016,272 TWh,177.88 TWh,9.47 TWh,84.35 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Belgium,2016,552 TWh,161.89 TWh,36.82 TWh,352.98 TWh,8 TWh,15 TWh,46 TWh,1 TWh
Brazil,2016,"1,916 TWh",370.88 TWh,185.15 TWh,"1,360.29 TWh",0 TWh,90 TWh,"1,475 TWh","1,020 TWh"
Bulgaria,2016,152 TWh,31.25 TWh,66.22 TWh,54.21 TWh,4 TWh,4 TWh,21 TWh,10 TWh
Canada,2016,"2,539 TWh","1,051.93 TWh",213.10 TWh,"1,273.51 TWh",11 TWh,83 TWh,"1,182 TWh","1,032 TWh"
Chile,2016,346 TWh,59.16 TWh,86.26 TWh,200.92 TWh,7 TWh,7 TWh,88 TWh,53 TWh
China,2016,"30,594 TWh","2,094.41 TWh","21,675.78 TWh","6,823.58 TWh",178 TWh,645 TWh,"4,137 TWh","3,087 TWh"
Colombia,2016,405 TWh,120.68 TWh,63.55 TWh,220.75 TWh,0 TWh,0 TWh,140 TWh,125 TWh
Croatia,2016,72 TWh,25.24 TWh,7.57 TWh,39.29 TWh,0 TWh,3 TWh,23 TWh,18 TWh
Cyprus,2016,,,0.01 TWh,30.47 TWh,0 TWh,1 TWh,,
Czechia,2016,371 TWh,81.60 TWh,191.27 TWh,98.47 TWh,6 TWh,1 TWh,31 TWh,5 TWh
Denmark,2016,144 TWh,33.65 TWh,24.58 TWh,85.29 TWh,2 TWh,34 TWh,54 TWh,0 TWh
Ecuador,2016,143 TWh,8.86 TWh,0.09 TWh,134.04 TWh,0 TWh,0 TWh,44 TWh,42 TWh
Egypt,2016,983 TWh,493.54 TWh,14.17 TWh,475.50 TWh,1 TWh,6 TWh,42 TWh,35 TWh
Estonia,2016,66 TWh,4.98 TWh,44.06 TWh,16.95 TWh,0 TWh,2 TWh,5 TWh,0 TWh
Finland,2016,185 TWh,20.08 TWh,50.92 TWh,114.30 TWh,0 TWh,8 TWh,89 TWh,42 TWh
France,2016,"1,422 TWh",445.30 TWh,97.53 TWh,879.34 TWh,22 TWh,57 TWh,297 TWh,160 TWh
Germany,2016,"3,062 TWh",848.85 TWh,889.93 TWh,"1,323.32 TWh",101 TWh,214 TWh,563 TWh,55 TWh
Greece,2016,265 TWh,44.42 TWh,50.69 TWh,169.92 TWh,11 TWh,14 TWh,42 TWh,15 TWh
Hong Kong,2016,335 TWh,31.27 TWh,77.90 TWh,225.61 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2016,202 TWh,93.36 TWh,25.51 TWh,83.44 TWh,1 TWh,2 TWh,12 TWh,1 TWh
Iceland,2016,,,1.34 TWh,10.84 TWh,0 TWh,0 TWh,49 TWh,36 TWh
India,2016,"7,594 TWh",507.91 TWh,"4,587.69 TWh","2,498.03 TWh",31 TWh,116 TWh,587 TWh,344 TWh
Indonesia,2016,"1,781 TWh",446.31 TWh,544.32 TWh,790.22 TWh,0 TWh,0 TWh,108 TWh,50 TWh
Iran,2016,"2,820 TWh","1,963.19 TWh",10.56 TWh,846.63 TWh,0 TWh,0 TWh,42 TWh,41 TWh
Iraq,2016,,98.96 TWh,,423.89 TWh,0 TWh,0 TWh,9 TWh,9 TWh
Ireland,2016,160 TWh,49.21 TWh,24.50 TWh,86.16 TWh,0 TWh,16 TWh,22 TWh,2 TWh
Israel,2016,276 TWh,92.49 TWh,64.12 TWh,119.49 TWh,4 TWh,0 TWh,5 TWh,0 TWh
Italy,2016,"1,508 TWh",675.46 TWh,127.73 TWh,704.79 TWh,59 TWh,47 TWh,314 TWh,114 TWh
Japan,2016,"4,761 TWh","1,164.17 TWh","1,395.39 TWh","2,201.72 TWh",116 TWh,14 TWh,422 TWh,213 TWh
Kazakhstan,2016,689 TWh,150.15 TWh,371.23 TWh,167.99 TWh,0 TWh,1 TWh,32 TWh,31 TWh
Kuwait,2016,443 TWh,211.50 TWh,2.59 TWh,229.07 TWh,0 TWh,0 TWh,,
Latvia,2016,35 TWh,13.20 TWh,0.48 TWh,20.93 TWh,0 TWh,0 TWh,10 TWh,7 TWh
Lithuania,2016,59 TWh,21.42 TWh,2.15 TWh,35.09 TWh,0 TWh,3 TWh,6 TWh,1 TWh
Luxembourg,2016,40 TWh,8.25 TWh,0.59 TWh,31.31 TWh,0 TWh,0 TWh,2 TWh,0 TWh
Malaysia,2016,"1,111 TWh",449.93 TWh,217.85 TWh,443.61 TWh,1 TWh,0 TWh,61 TWh,54 TWh
Mexico,2016,"2,093 TWh",830.30 TWh,144.63 TWh,"1,117.60 TWh",1 TWh,28 TWh,133 TWh,82 TWh
Morocco,2016,211 TWh,11.98 TWh,49.82 TWh,149.06 TWh,1 TWh,8 TWh,12 TWh,3 TWh
Netherlands,2016,988 TWh,351.47 TWh,119.28 TWh,517.63 TWh,4 TWh,22 TWh,45 TWh,0 TWh
New Zealand,2016,156 TWh,47.97 TWh,13.80 TWh,93.80 TWh,0 TWh,6 TWh,99 TWh,69 TWh
North Macedonia,2016,25 TWh,2.05 TWh,10.19 TWh,12.80 TWh,0 TWh,0 TWh,6 TWh,5 TWh
Norway,2016,164 TWh,43.78 TWh,9.10 TWh,111.02 TWh,0 TWh,6 TWh,392 TWh,382 TWh
Oman,2016,338 TWh,228.58 TWh,0.64 TWh,108.51 TWh,0 TWh,0 TWh,,
Pakistan,2016,777 TWh,386.51 TWh,62.12 TWh,328.85 TWh,1 TWh,2 TWh,98 TWh,93 TWh
Peru,2016,225 TWh,84.93 TWh,10.05 TWh,130.31 TWh,1 TWh,3 TWh,74 TWh,65 TWh
Philippines,2016,422 TWh,38.10 TWh,152.19 TWh,232.03 TWh,3 TWh,3 TWh,63 TWh,22 TWh
Poland,2016,"1,090 TWh",182.58 TWh,575.67 TWh,332.21 TWh,0 TWh,34 TWh,70 TWh,6 TWh
Portugal,2016,220 TWh,50.74 TWh,33.10 TWh,136.46 TWh,2 TWh,33 TWh,91 TWh,42 TWh
Qatar,2016,579 TWh,413.70 TWh,0.30 TWh,164.96 TWh,0 TWh,0 TWh,,
Romania,2016,278 TWh,104.95 TWh,62.38 TWh,110.91 TWh,5 TWh,18 TWh,75 TWh,48 TWh
Russia,2016,"7,090 TWh","4,206.46 TWh","1,037.98 TWh","1,845.69 TWh",1 TWh,0 TWh,497 TWh,494 TWh
Saudi Arabia,2016,"3,180 TWh","1,053.17 TWh",0.86 TWh,"2,125.70 TWh",0 TWh,0 TWh,,
Singapore,2016,924 TWh,119.02 TWh,4.95 TWh,799.98 TWh,0 TWh,0 TWh,,
Slovakia,2016,127 TWh,45.30 TWh,37.19 TWh,44.02 TWh,1 TWh,0 TWh,20 TWh,12 TWh
Slovenia,2016,51 TWh,8.19 TWh,13.24 TWh,29.97 TWh,1 TWh,0 TWh,14 TWh,12 TWh
South Africa,2016,"1,418 TWh",36.55 TWh,"1,050.05 TWh",331.86 TWh,9 TWh,11 TWh,23 TWh,2 TWh
South Korea,2016,"2,944 TWh",476.44 TWh,947.84 TWh,"1,519.51 TWh",15 TWh,5 TWh,53 TWh,8 TWh
Spain,2016,"1,143 TWh",291.22 TWh,122.07 TWh,730.21 TWh,37 TWh,131 TWh,296 TWh,97 TWh
Sri Lanka,2016,,,15.25 TWh,76.56 TWh,0 TWh,1 TWh,13 TWh,11 TWh
Sweden,2016,196 TWh,9.99 TWh,23.03 TWh,162.58 TWh,0 TWh,41 TWh,260 TWh,166 TWh
Switzerland,2016,158 TWh,34.85 TWh,1.33 TWh,122.22 TWh,4 TWh,0 TWh,103 TWh,93 TWh
Taiwan,2016,"1,241 TWh",209.65 TWh,464.03 TWh,567.19 TWh,3 TWh,4 TWh,31 TWh,18 TWh
